fips	total	salaries	benefits	instruction	instruction_salaries	instruction_benefits	support	pupil_support	staff_support	general_admin	school_admin
1107	8660	5053	1944	5021	3369	1207	2966	431	313	402	501
1109	9579	5395	2018	5549	3534	1261	3345	576	314	401	634
1111	8018	4737	1795	4792	3248	1163	2650	437	218	340	524
1113	7834	4557	1784	4597	3057	1132	2558	401	301	213	414
1115	7601	4483	1684	4686	3130	1129	2353	386	234	155	466
1117	8200	5043	1906	4854	3280	1183	2808	435	437	82	533
1119	9937	5544	2127	5041	3342	1199	4126	479	440	359	499
1121	8546	4984	1897	4615	3094	1101	3217	444	493	237	611
1123	8226	4826	1779	4925	3322	1175	2710	469	214	256	526
1125	8466	4852	1856	4766	3147	1138	3049	584	360	199	583
1127	8692	5184	1934	5086	3402	1217	3011	458	396	246	532
1129	8141	4846	1846	4966	3257	1154	2559	373	215	170	428
1131	9944	5575	2194	5041	3162	1132	4013	720	423	464	582
1133	8535	5084	1927	4808	3199	1137	3016	483	309	341	591
2013	36380	14216	12420	18796	9772	6448	16424	928	3680	1764	2012
2016	23201	10191	8666	12719	6390	4398	9302	864	1597	1051	1219
2020	15017	7622	7141	8637	4754	3332	6020	1769	759	118	847
2050	28381	11535	9881	13408	7195	4655	13585	1052	5228	364	1907
2060	38451	14373	14805	18403	8352	6878	18719	1054	4349	1596	2049
2068	12397	4508	4506	6879	2669	2102	5518	446	880	457	811
2070	26883	11714	9265	12598	6944	4364	12972	1215	3361	482	1679
2090	16607	7900	6929	9378	4992	3305	6853	1473	955	197	952
2100	20139	9233	9003	12838	6563	4858	6557	353	521	702	1392
2105	33417	13223	11194	15753	8205	5590	16503	1017	4708	1490	2389
2110	17111	8709	8024	10237	5701	4065	6621	1358	892	179	1181
2122	17053	7766	6955	10043	5463	3655	6598	1086	376	117	1234
2130	16430	8187	6507	9884	5619	3348	6186	933	898	156	1149
2150	19567	9122	8084	10166	5839	3851	8862	1399	1450	622	1166
2170	14144	6727	6230	8096	4330	3093	5709	1292	663	123	972
2180	29309	13092	9747	17286	9317	5181	10730	798	2173	565	1061
2185	37211	16823	14691	17514	8634	5883	17087	1798	2328	746	2573
2188	28391	10354	9373	12526	6352	4545	13785	2291	1383	712	1995
2195	22787	10395	9356	12465	6807	4619	9609	1197	1763	943	1235
2198	23628	9654	8749	12447	6074	4252	10302	917	2630	1108	1319
2220	17365	8919	6799	11472	6475	3844	5612	949	267	513	1410
2230	32027	14622	12432	17662	8743	5581	12905	986	797	2311	2811
2240	19382	7997	7618	9807	5326	3756	8772	465	1544	491	996
2261	21202	9532	9357	11775	6122	4621	8616	957	1097	609	1293
2270	26999	10048	9839	11990	5969	4477	12719	1113	3838	842	1585
2275	20734	8259	7155	13863	5868	3635	6353	470	617	569	1439
2282	29826	11872	11028	17780	8550	6064	10725	0	1037	1853	1486
2290	10677	3760	3179	5129	1965	1233	5312	1027	1034	382	521
4001	7930	4587	1110	3395	2548	522	4043	758	84	176	272
4003	7527	4824	1075	4044	2937	633	3124	856	141	207	351
4005	8853	5463	1560	4850	3393	1026	3682	1331	287	129	347
4007	7682	4809	1248	3971	2947	721	3284	935	117	208	448
4009	7025	4114	954	4246	2782	587	2388	502	152	176	386
4011	7526	5043	911	4181	3232	519	3015	395	57	232	445
4012	8942	5494	1460	4443	3234	831	4021	1194	173	352	356
4013	7540	5017	1178	4289	3213	720	2882	1078	188	63	307
4015	6735	4335	1062	3664	2797	639	2671	738	171	143	321
4017	7777	4697	1205	4210	2871	706	3182	898	190	172	291
4019	7897	5373	1139	4001	3134	606	3541	1318	245	79	342
4021	7505	4817	1087	3739	2843	618	3410	1123	179	120	350
4023	7230	4535	919	3830	2944	561	2931	827	170	97	334
4025	7317	4398	1195	3879	2776	703	3063	1024	155	159	290
4027	6423	3914	1042	3346	2433	640	2607	791	113	105	281
5001	8645	5169	1401	5001	3371	904	3135	371	635	309	511
5003	9081	5151	1445	5065	3344	929	3395	423	781	244	516
5005	8802	4987	1507	5198	3376	988	3137	409	489	185	450
5007	8673	5365	1431	5204	3678	969	2998	475	538	104	464
5009	8487	5123	1400	5011	3372	913	2987	438	505	235	448
5011	10790	6106	1669	5958	3832	1045	4175	495	1055	253	640
5013	10710	6056	1621	5140	3283	866	4902	515	1459	617	572
5015	8989	5272	1526	5089	3500	1001	3280	475	698	286	372
5017	11700	6367	1874	6063	4095	1177	4904	463	1715	384	515
5019	9130	5429	1454	5107	3367	889	3499	475	803	278	422
5021	9004	4952	1392	5263	3463	972	3208	330	460	237	382
5023	8940	5230	1412	5226	3462	924	3160	456	529	251	385
5025	9113	5381	1534	5051	3251	932	3491	615	526	336	436
5027	9356	5463	1505	5207	3548	973	3614	331	619	194	581
5029	9155	5362	1395	5182	3541	915	3443	538	558	254	478
5031	8151	4899	1333	4910	3247	876	2752	329	582	172	438
5033	8555	5274	1426	4868	3351	902	3180	365	744	231	438
5035	9056	5461	1465	5309	3549	945	3233	431	839	251	486
5037	8678	5271	1407	4964	3427	895	3185	412	856	225	420
5039	9158	5045	1344	4893	3236	849	3788	366	680	308	519
5041	9667	5692	1543	5389	3591	974	3714	464	943	291	454
5043	9371	5565	1639	5359	3476	997	3483	494	695	249	492
5045	8296	5291	1409	4875	3485	922	2989	454	570	131	478
5047	7979	5039	1344	4730	3396	896	2835	433	569	203	426
5049	9065	5258	1423	5547	3656	981	2906	324	319	344	403
5051	9518	5525	1530	5412	3622	999	3595	474	725	301	494
5053	8058	4638	1267	4494	3142	849	3065	298	486	178	420
5055	8565	5217	1451	5008	3347	917	3047	463	574	209	434
5057	9356	5328	1489	5563	3476	968	3280	373	803	238	414
5059	8866	5155	1402	5074	3397	920	3314	492	661	229	432
5061	8574	5255	1409	5336	3721	989	2658	335	441	228	415
5063	9053	5353	1536	5079	3391	971	3312	372	557	179	390
5065	9184	5304	1490	5054	3370	928	3394	330	697	287	437
5067	9272	5438	1513	5549	3627	1008	3128	334	769	244	439
5069	9515	5455	1560	5173	3546	1006	3822	414	996	171	442
5071	8751	5268	1429	5220	3600	971	3001	357	453	355	428
5073	11831	5980	1707	5926	3863	1117	5227	382	844	399	497
5075	9023	5062	1364	5402	3473	936	3066	320	583	281	419
5077	11262	5862	2073	5792	3721	1310	4855	509	1290	640	339
5079	8986	5337	1478	4888	3366	927	3489	519	508	213	600
5081	9219	5454	1468	4875	3339	901	3748	457	811	234	545
5083	9155	5421	1481	5162	3476	952	3383	468	636	288	455
5085	8303	5071	1349	4839	3356	892	3020	393	663	148	425
5087	9183	5681	1515	5304	3745	969	3379	324	609	166	425
5089	9353	5572	1602	5584	3705	1044	3257	373	574	260	480
5091	9484	5688	1488	5257	3630	955	3650	457	813	287	494
5093	9978	5528	1501	5472	3545	946	3913	421	1007	295	488
5095	10143	5675	1549	5394	3498	919	4049	433	1083	476	428
5097	9633	5270	1450	5216	3443	938	3772	405	679	277	404
5099	8876	5113	1416	4777	3272	918	3473	496	611	247	388
5101	11185	6560	1787	6256	4160	1136	4282	435	604	541	601
5103	9532	5603	1506	5005	3320	891	3909	585	973	244	454
5105	8079	4687	1276	4454	3097	825	3095	355	483	359	375
5107	11716	6266	1805	6340	4179	1217	4734	489	1914	312	364
5109	9205	5324	1438	5377	3507	939	3222	389	543	249	486
5111	9292	5421	1468	5370	3504	926	3415	405	952	283	428
5113	8894	5179	1486	5044	3369	948	3238	447	818	203	364
5115	9205	5467	1547	5300	3643	1021	3387	412	716	164	438
5117	9344	5214	1420	5130	3429	938	3569	438	481	224	397
5119	11430	6878	2181	6306	4269	1325	4597	687	995	173	631
5121	8217	4881	1330	5068	3356	909	2593	343	540	183	425
5123	10148	5831	1572	5767	3780	1001	3741	488	958	372	488
5125	7727	4666	1279	4694	3175	869	2689	412	515	178	407
5127	8636	5136	1390	5082	3480	924	3038	365	561	208	385
5129	11230	6296	1765	6304	4010	1105	4213	499	891	299	486
5131	8980	5654	1623	5077	3508	1002	3425	596	798	116	507
5133	9089	5638	1509	5388	3694	983	3113	439	692	276	514
5135	8470	4740	1318	4976	3159	872	2913	304	635	183	377
5137	8543	5163	1432	5332	3533	975	2742	312	387	246	513
5139	9073	5076	1448	5138	3340	950	3437	481	763	246	399
5141	9990	5730	1547	5741	3798	1011	3617	526	490	275	477
5143	8997	5655	1529	5259	3689	996	3276	393	774	266	473
5145	8428	5095	1370	4924	3381	906	2920	356	511	228	471
5147	10284	5949	1631	5780	3791	1030	3888	331	1050	483	411
5149	9178	5411	1453	5413	3668	979	3168	443	596	205	463
6001	8802	5592	1727	5430	3715	1046	3094	343	570	83	571
6003	29629	16443	5722	11381	7639	2351	17124	1856	1567	3876	2268
6005	8829	5371	1844	4997	3424	1125	3559	485	263	215	614
6007	9946	5939	2456	5665	3724	1444	3885	1083	448	128	591
6009	10135	5992	2203	5682	3769	1274	4120	481	446	222	662
6011	8110	4970	1670	4868	3398	1074	2775	217	95	277	649
6013	8755	5339	1956	5455	3584	1237	2993	419	461	73	586
6015	10075	5901	2475	6246	3974	1610	3463	433	634	104	370
6017	9060	5719	1939	5287	3631	1210	3415	448	301	144	645
6019	9059	5294	2126	5226	3379	1254	3382	498	564	83	551
6021	10303	6477	2512	5685	3781	1407	4147	397	788	237	746
6023	10245	5915	2641	5932	3839	1601	3949	535	377	232	793
6025	9295	5646	1957	5255	3611	1145	3656	491	705	203	558
6027	11257	6229	2518	6142	3818	1508	4841	560	392	438	971
6029	9355	5588	2365	5250	3487	1372	3623	473	537	113	576
6031	8754	5321	1885	4805	3267	1070	3547	527	473	165	652
6033	9806	5417	2659	5407	3311	1625	3989	737	453	239	650
6035	9467	5344	2353	5169	3389	1424	4029	368	432	328	738
6037	9772	5840	2279	5905	3789	1410	3437	528	566	74	627
6039	8713	5244	2162	4841	3225	1265	3469	324	502	159	602
6041	11572	7093	2314	7020	4687	1435	4254	495	746	235	711
6043	10673	6340	2846	6153	4007	1770	4211	290	442	163	813
6045	11072	6271	2589	6244	3904	1562	4295	481	607	239	746
6047	9337	5708	2120	5277	3629	1249	3566	573	446	108	732
6049	15643	9453	3976	8075	5174	2056	7119	881	1188	745	892
6051	14392	8021	3603	7556	4919	2027	6449	472	535	680	982
6053	10005	5788	2485	5735	3708	1463	3855	559	668	142	700
6055	9926	6325	1794	5737	3875	1072	3366	472	534	125	604
6057	9788	5803	1993	5855	3865	1291	3634	377	342	148	785
6059	8531	5457	2005	5380	3714	1293	2851	429	425	56	567
6061	7773	4972	1566	4712	3370	989	2829	434	271	77	601
6063	129790	68777	35972	67465	41856	22070	58261	4014	8163	2293	9595
6065	8356	5137	1816	5102	3518	1128	2887	403	375	54	583
6067	8693	5257	2097	5290	3428	1307	3051	399	509	85	598
6069	8892	4976	1998	5379	3375	1248	3158	426	361	194	614
6071	8261	5028	1869	4944	3310	1149	2972	466	393	61	562
6073	8926	5447	2018	5266	3550	1239	3293	489	611	64	579
6075	12045	6959	2931	6522	4370	1717	5145	824	1722	153	685
6077	8400	4978	1856	5091	3271	1179	2929	372	563	54	503
6079	9262	5955	2026	5451	3795	1224	3507	627	444	128	610
6081	9937	6094	2149	6077	3990	1342	3546	504	526	132	660
6083	9307	6013	1921	5594	3924	1170	3341	536	555	127	571
6085	9253	5771	2106	5802	3882	1354	3159	477	470	91	626
6087	9778	5312	2731	5554	3309	1586	3907	549	982	119	660
6089	9876	5719	2137	5724	3701	1285	3728	454	329	180	713
6091	16539	7725	4267	7720	4598	2441	8446	320	279	713	1258
6093	12330	6855	2572	6546	4298	1506	5280	767	580	417	864
6095	8325	5194	1735	4914	3354	1045	3097	435	436	153	609
6097	9246	5246	1939	5923	3563	1257	2975	454	313	142	703
6099	9121	5586	1564	5525	3654	950	3198	426	615	90	589
6101	7644	4667	1659	4379	2937	1058	2902	369	482	99	589
6103	10269	6201	2107	5716	3928	1265	4130	480	634	255	655
6105	14303	8075	3354	7237	4743	1901	6383	590	917	528	1025
6107	9189	5498	2355	5469	3501	1399	3257	474	559	123	565
6109	9754	5954	1963	5458	3784	1183	3966	368	198	433	705
6111	8642	5299	2098	5315	3565	1304	2976	464	369	88	631
6113	8930	5702	1661	5195	3656	1022	3401	553	460	112	574
6115	9662	5836	2152	5475	3696	1267	3698	571	434	150	613
8001	8096	5016	1316	4761	3242	842	2965	385	400	100	596
8003	8080	4669	1155	4714	3088	791	2916	406	224	248	480
8005	8750	5813	1489	5487	4002	1012	2909	472	336	130	505
8007	9223	4935	1512	4862	3213	1010	4078	369	189	271	478
8009	10168	5283	1502	5758	3309	893	3938	191	149	914	521
8011	8543	4748	1383	4841	3201	942	3163	99	324	306	626
8013	8772	5807	1562	5237	3745	987	3249	452	366	102	662
8015	9400	5753	1597	5482	3815	1046	3587	819	368	391	488
8017	14411	7696	2528	7656	4715	1561	5991	209	356	1485	795
8019	9825	5898	1620	5166	3508	924	4362	354	479	397	841
8021	9393	5272	1826	5451	3418	1174	3424	239	241	664	640
8023	10779	5769	1589	5293	3343	938	4760	308	521	1059	611
8025	8251	4587	1273	4476	2944	814	3451	384	117	480	555
8027	9196	4998	1700	4959	3359	1032	3828	174	50	1068	567
8029	7484	4674	1287	4626	3211	903	2569	174	192	84	410
8031	10120	6843	1186	5345	4084	696	4335	378	925	168	724
8033	10341	5741	1795	5614	3334	1031	4314	256	229	451	727
8035	7426	4561	1373	4380	3084	869	2686	302	284	63	538
8037	9863	6281	1882	5737	3988	1189	3866	373	721	127	768
8039	8605	4973	1449	4641	3136	923	3590	321	160	281	559
8041	7826	4982	1268	4521	3204	812	3054	384	411	124	593
8043	7852	4936	1158	4423	3238	750	3009	340	296	255	467
8045	8300	5255	1489	4830	3420	978	3208	356	344	188	625
8047	11847	6921	2042	6187	4287	1189	5308	426	297	700	824
8049	10553	5838	1797	5800	3940	1176	4458	354	424	994	647
8051	8335	5229	1454	5139	3598	991	2856	212	512	151	548
8053	16066	8231	3044	8692	5582	2110	7286	527	703	3132	0
8055	9804	5484	1600	4980	3547	1010	4322	237	471	590	540
8057	13117	7724	2250	7500	5148	1403	5015	291	158	1051	628
8059	8439	5690	1444	4859	3571	900	3202	390	611	47	606
8061	11705	6527	1709	6549	4258	1054	4589	87	171	848	550
8063	9393	5071	1714	5454	3366	1122	3477	150	320	663	507
8065	8531	5137	1935	4696	3040	1084	3324	417	465	271	500
8067	8916	5396	1595	5122	3456	1004	3467	449	495	315	549
8069	8586	5277	1507	4785	3295	927	3531	517	596	118	557
8071	9352	5423	1547	4820	3331	932	4016	337	270	519	542
8073	9219	4975	1658	5214	3271	1092	3629	369	273	565	475
8075	8744	5118	1402	5101	3348	914	3270	365	257	403	533
8077	7645	4888	1433	4627	3261	887	2770	497	351	110	518
8079	18469	10617	3395	10580	6704	1988	6802	370	346	1420	679
8081	9595	5361	1616	5177	3552	1098	4094	494	333	171	561
8083	8268	4874	1594	4453	3027	973	3487	448	466	332	591
8085	7096	4501	1241	4171	2938	818	2647	398	440	145	417
8087	7890	4799	1483	4407	2964	932	3092	351	254	237	543
8089	9245	4937	1481	5191	3367	1003	3483	315	272	327	544
8091	11918	6986	2138	6934	4425	1361	4555	330	532	665	909
8093	9943	5971	1694	5612	3947	1076	3962	540	258	350	612
8095	8496	4472	1224	5440	3188	854	2671	71	92	357	468
8097	13570	8159	2317	9096	6100	1728	4316	373	168	646	583
8099	7796	4658	1371	4846	3362	972	2520	211	149	294	477
8101	7856	4763	1252	4338	3120	786	3158	401	615	64	474
8103	8117	4455	1595	4400	2647	968	3446	182	294	495	643
8105	8081	4929	1373	4376	3097	831	3267	373	370	424	556
8107	10317	5913	1894	5947	3831	1281	4086	539	310	388	601
8109	12335	7617	1849	6650	4565	1139	5223	538	769	691	1005
8111	17508	9354	2969	9723	6308	2062	7708	77	15	3323	569
8113	11236	7176	1893	6793	4685	1230	3890	298	263	511	716
8115	7207	3559	834	4635	2683	607	2240	153	114	232	929
8117	10341	6627	1538	5919	4432	1009	4113	454	600	256	556
8119	8499	4996	1346	5362	3525	947	2874	317	368	250	451
8121	12000	6403	2010	6808	4246	1332	4652	292	250	739	596
8123	7791	4725	1378	4537	3138	912	2926	368	420	147	477
8125	9398	5158	1726	5489	3398	1148	3416	125	190	547	610
9001	16582	9600	4411	10404	6735	3054	5665	1167	543	275	1003
9003	16003	9330	4139	9794	6506	2855	5631	1050	463	337	981
9005	16152	8964	4159	9878	6360	2953	5712	1056	403	344	925
9007	16071	9279	4066	9817	6486	2830	5688	1105	346	415	978
9009	15955	8773	4346	9745	6096	3031	5523	939	561	362	934
9011	16072	9152	3880	9691	6450	2695	5826	1115	396	439	979
9013	14926	8648	3662	9337	6226	2621	5108	1001	465	361	785
9015	15727	9004	4115	9569	6209	2811	5625	1090	373	456	840
10001	12533	6955	3311	8105	5052	2550	3883	493	170	119	702
10003	14573	8095	3836	9254	5668	2811	4787	685	289	197	779
10005	13312	7056	3274	8449	4993	2468	4254	409	221	172	708
11001	17468	11541	1378	10635	8662	889	5978	315	842	904	1946
12001	8631	5121	1407	4781	2906	778	3424	494	780	101	447
12003	7764	4892	1323	4330	2991	776	3033	390	477	142	389
12005	7793	4551	1323	4879	2992	787	2525	291	403	88	487
12007	8643	5162	1387	5019	3028	784	3167	335	468	183	533
12009	7801	4905	1214	4834	3242	763	2578	308	567	64	485
12011	8021	4707	1258	4944	2939	753	2749	386	408	63	460
12013	8784	5495	1274	5119	3518	776	3135	241	676	254	494
12015	9244	5440	1660	4970	3255	945	3769	502	672	89	507
12017	8796	5668	1236	5012	3477	734	3358	367	572	103	527
12019	7791	5337	1134	5025	3715	767	2372	368	364	60	395
12021	10105	5989	1767	6031	3945	1148	3651	441	618	79	609
12023	8270	5167	1499	4706	3227	899	3086	506	467	129	440
12027	8840	5195	1760	4955	3090	1002	3352	462	565	166	455
12029	8885	4881	1682	4660	2850	981	3658	427	770	251	454
12031	8239	4420	1239	4942	3081	865	2915	447	626	82	442
12033	8276	4858	1327	4761	3081	799	3026	377	622	67	335
12035	7815	4993	1216	4736	3044	720	2614	565	268	61	390
12037	10720	5100	1839	6644	3310	1071	3367	250	232	406	281
12039	9446	5324	1228	4665	2825	615	4125	457	940	215	524
12041	9145	5370	1318	5337	3597	834	3221	468	401	218	420
12043	9718	4532	1159	5398	2805	682	3863	328	591	350	452
12045	9133	5371	1346	4976	3257	784	3686	407	567	380	406
12047	10675	6464	1305	4922	3383	650	5074	598	1421	432	538
12049	8991	5349	1487	4957	3370	861	3528	571	598	307	408
12051	8221	4582	1711	4839	2969	1073	2890	330	442	222	405
12053	7747	4855	1420	4500	3107	878	2798	421	454	58	484
12055	8450	4894	1638	4647	3057	942	3151	426	577	99	525
12057	8318	5361	1342	5026	3496	822	2837	375	755	56	450
12059	8247	4898	1255	4867	3240	753	2890	175	406	120	526
12061	7979	4685	1094	4864	2958	659	2646	236	514	85	400
12063	8968	5469	1163	4872	3513	712	3537	490	549	147	538
12065	10786	6364	1263	5097	3503	660	5153	305	1044	924	581
12067	8510	5423	1338	4508	2987	713	3567	407	821	417	358
12069	7623	4165	1132	4589	2579	677	2613	353	489	52	395
12071	8433	4606	1291	5041	2868	788	3021	298	396	68	484
12073	7931	5000	1172	4438	2886	677	3153	292	655	94	545
12075	8861	5411	1288	5006	3192	734	3417	343	636	248	544
12077	8822	5153	1085	4759	3020	609	3500	205	593	467	325
12079	9030	5314	1171	4558	2942	583	3936	309	1105	269	472
12081	8664	5013	1305	5291	3140	780	2885	405	414	75	482
12083	8206	5074	1249	4755	3136	747	2944	521	506	67	391
12085	8464	5328	1717	4847	3226	931	3235	492	525	95	490
12086	8690	5087	1600	5562	3265	987	2710	357	434	51	442
12087	10834	5917	2066	6824	3859	1382	3625	512	615	231	479
12089	7532	4845	1281	4220	3069	763	2867	308	511	127	433
12091	8022	4730	1229	5240	3295	806	2436	209	325	81	450
12093	8581	5033	1504	4910	3107	903	3112	437	589	155	483
12095	8022	4684	1398	4773	2898	821	2845	239	728	58	510
12097	7873	4488	1279	4748	2791	766	2704	394	537	82	393
12099	8935	5221	1599	5592	3362	996	2966	292	617	77	512
12101	8003	4798	1444	4656	2980	860	2894	374	542	26	498
12103	8529	5355	1613	5254	3522	1009	2880	376	460	69	495
12105	8702	4438	1250	5729	2928	776	2550	329	490	81	392
12107	8596	5217	1116	4751	3170	652	3294	386	695	170	488
12109	7864	4662	1368	4612	2840	811	2948	431	603	47	387
12111	8406	4868	1632	4882	3010	990	3035	382	461	87	545
12113	7613	4370	1014	4386	3121	725	2802	349	540	126	480
12115	9915	5870	1618	6287	3820	997	3257	577	372	80	391
12117	7571	4785	1297	4793	3371	854	2369	339	308	64	435
12119	8513	4081	961	5540	2459	556	2582	302	552	138	346
12121	8257	5233	1199	4851	3258	731	2905	328	535	150	488
12123	8405	5310	1042	4329	2994	566	3580	526	564	226	553
12125	8199	5062	1148	4858	3235	667	2901	363	432	223	349
12127	8136	4986	1493	4888	3176	891	2868	348	523	60	560
12129	7632	4547	1203	4173	2780	704	3084	370	334	187	442
12131	9441	5788	1455	5454	3621	859	3544	304	605	84	600
12133	10012	5992	1492	5415	3309	791	4091	654	579	224	774
13001	8851	5551	1602	5785	4094	1262	2587	362	355	159	410
13003	9124	5464	1744	5676	3832	1341	2821	333	515	206	586
13005	8714	5437	1552	5284	3863	1188	2887	544	420	179	507
13007	11766	6412	2056	6412	4104	1389	4614	309	374	1062	641
13009	8945	5479	1837	5569	3883	1383	2692	372	416	141	495
13011	8824	5537	1866	5659	3915	1418	2576	333	451	142	472
13013	8269	5142	1801	5271	3650	1368	2315	333	372	65	472
13015	9086	5561	1832	5804	3970	1427	2591	394	325	81	515
13017	8646	5192	1751	5482	3651	1336	2542	302	582	119	556
13019	8568	5307	1511	5544	3888	1164	2529	447	379	224	423
13021	9685	5860	1948	5766	3706	1381	3308	459	826	136	556
13023	8946	5499	1592	5475	3869	1211	2848	396	277	214	467
13025	8506	5387	1552	5524	3825	1204	2381	289	337	166	455
13027	10140	6211	1885	5758	3934	1315	3676	530	885	232	590
13029	7102	4576	1318	4631	3327	1032	2054	361	320	64	397
13031	8471	5447	1562	5263	3667	1165	2706	478	301	66	503
13033	11964	7139	2321	6655	4446	1607	4509	779	782	488	724
13035	8632	5515	1738	5019	3566	1204	3069	479	502	308	489
13037	11256	6421	2233	5370	3578	1459	5018	517	598	1041	873
13039	8318	5528	1458	5361	3783	1094	2573	504	430	46	560
13043	8687	5298	1814	5547	3683	1374	2541	334	498	212	485
13045	8641	5392	1717	5320	3632	1292	2648	393	382	103	575
13047	9438	5759	1947	6014	4001	1448	2955	494	387	116	630
13049	8900	5463	1813	5309	3536	1296	3060	394	399	250	709
13051	9426	5934	1925	6108	4317	1534	2885	375	418	180	546
13053	11535	7305	1933	6563	4680	1369	4282	444	321	887	750
13055	8774	5287	1721	5539	3632	1255	2734	380	479	125	550
13057	8432	5576	1730	5621	3876	1310	2409	443	316	61	512
13059	11934	7470	2557	7079	4786	1758	4180	582	759	230	631
13061	10774	6388	1759	5328	3983	1183	4719	212	757	710	1264
13063	8461	5408	1486	5333	3719	1107	2544	428	403	66	419
13065	9572	5824	2031	5853	3954	1468	3220	402	519	450	588
13067	9101	5991	1844	6044	4213	1411	2575	393	367	85	553
13069	8148	5376	1205	4853	3651	722	2691	450	546	125	431
13071	8863	5726	1584	5579	4089	1206	2625	522	386	69	437
13073	8205	5403	1699	5279	3767	1317	2326	319	381	31	567
13075	7808	5412	961	4731	3856	613	2531	404	230	307	456
13077	8246	5434	1689	5281	3773	1241	2503	413	265	37	598
13079	8731	5356	1789	5635	3701	1373	2471	299	230	284	556
13081	9028	5759	1878	5679	3987	1421	2696	394	445	124	541
13083	8694	5434	1850	5523	3794	1410	2590	324	641	191	527
13085	11108	6567	2217	6300	4466	1593	4064	550	782	128	647
13087	8634	5612	1555	5376	3773	1146	2666	449	560	68	462
13089	10196	6507	1860	6323	4205	1353	3310	464	550	176	625
13091	8916	5483	1892	5716	3885	1391	2586	619	480	200	363
13093	10777	6426	2166	6059	3962	1392	3922	430	930	276	746
13095	9395	5888	1969	5517	3744	1402	3273	454	618	119	579
13097	8789	5764	1837	5459	3828	1356	2807	398	481	70	623
13099	9955	6186	2170	6264	4381	1620	3185	478	565	418	623
13101	9719	5749	1904	5869	3897	1409	3303	496	544	425	484
13103	8281	5373	1737	5402	3748	1326	2490	445	477	119	478
13105	9106	5708	1894	5510	3921	1379	3023	370	610	227	567
13107	8612	5330	1854	5406	3750	1389	2619	386	451	143	506
13109	8608	5598	1018	5130	3872	627	2635	413	465	174	503
13111	10747	6665	2534	6532	4490	1782	3616	473	671	178	815
13113	9462	6484	2107	6272	4580	1551	2837	480	381	59	678
13115	9889	6184	2058	6211	4297	1528	3088	437	518	147	671
13117	8043	5067	1713	5497	3632	1321	2146	321	241	26	441
13119	8660	5403	1878	5347	3686	1360	2805	388	567	105	544
13121	10652	6547	2286	5738	4285	1208	4471	501	620	153	600
13123	8627	5295	1878	5569	3825	1445	2528	373	269	119	542
13125	9118	5606	1476	4794	3550	1027	3776	737	476	485	389
13127	9442	6146	1991	6066	4180	1465	2895	431	513	103	510
13129	8220	5053	1703	5050	3514	1280	2589	435	506	87	474
13131	8343	5311	1542	5353	3761	1159	2471	497	507	71	423
13133	12646	6896	1509	7183	4142	904	4733	583	1078	399	748
13135	9011	5622	1778	5470	3809	1365	3056	353	353	80	653
13137	9603	5982	2005	6175	4131	1521	2884	364	459	115	580
13139	8538	5311	1732	5444	3734	1293	2596	391	385	61	494
13141	12918	7510	2110	6163	4166	1368	5868	760	735	534	918
13143	9337	5610	1955	6082	4057	1493	2692	391	499	221	515
13145	8924	5503	1651	5298	3694	1201	3169	485	346	122	705
13147	9070	5736	1937	5963	4120	1484	2489	336	363	102	577
13149	9360	5768	1704	5890	3979	1265	2797	294	301	304	640
13151	8338	5241	1796	5478	3631	1394	2407	364	347	41	519
13153	9219	5816	1841	5911	4026	1416	2625	426	359	56	617
13155	9749	6080	1707	6091	4288	1292	2964	592	471	181	502
13157	9316	5880	1842	5821	4082	1385	2813	343	466	194	559
13159	8698	5133	1703	4724	3111	1130	3291	419	620	228	535
13161	7342	4995	874	4256	3402	474	2533	448	521	187	329
13163	9332	5916	1735	5827	4021	1298	2872	336	543	182	589
13165	9432	5843	1723	5478	3848	1232	3146	462	743	282	529
13167	9697	5916	1975	5517	3629	1324	3346	575	550	356	654
13169	8187	4999	1702	5053	3502	1291	2748	342	514	122	520
13171	9127	5537	1861	5427	3614	1324	3094	643	470	225	507
13173	8369	4965	1661	4917	3424	1221	2858	482	456	238	504
13175	8626	5236	1701	5314	3705	1281	2745	541	429	155	444
13177	7747	4931	1634	4841	3405	1218	2452	412	354	68	484
13179	9571	5847	1883	5764	3936	1395	3229	520	612	137	522
13181	10573	6565	2006	6383	4401	1419	3591	586	510	232	689
13183	7981	4925	1589	4830	3281	1168	2571	453	550	120	343
13185	8597	5463	1695	5340	3779	1279	2738	449	476	116	482
13187	9188	5653	1930	5610	3797	1382	2952	463	382	81	562
13189	8750	5736	1550	5456	3802	1162	2730	372	460	191	514
13191	9631	5811	1675	5351	3554	1181	3597	382	545	320	621
13193	10342	6104	1927	5754	3697	1299	4014	447	828	222	742
13195	9906	6206	2033	6376	4378	1562	2922	502	428	131	600
13197	10012	5792	1618	5147	3546	1088	4219	336	545	492	623
13199	10126	6434	1772	6016	4342	1292	3515	461	554	330	589
13201	8514	5174	1654	4350	3090	1039	3551	392	571	501	525
13205	8017	5262	1200	4700	3582	821	2721	430	329	194	539
13207	9901	6147	1983	5707	4007	1376	3444	393	566	238	527
13209	9567	5821	1701	5398	3866	1227	3469	301	326	497	941
13211	9213	5970	1980	6352	4457	1562	2376	412	194	125	509
13213	7897	4731	1583	4808	3322	1170	2479	362	357	78	434
